,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,msd_track_id
5336,5336,47124,4MCWSjTJyWPjJ9P8JCAMZL,The Cars,Maintain Your Mojo,Just What I Needed,0,225893,False,0.64,0.627,4,-9.048,1,0.0428,0.00948,0.000134,0.0764,0.793,127.07,4,hard-rock,TRDIGDB12903CB1023
5340,5340,47132,1tIq1IvXMN4fPXNYQQenfn,Alice Cooper,Timeless Rock Hits,School's Out,0,210106,False,0.292,0.745,5,-9.138,1,0.0463,0.0506,0.125,0.675,0.347,134.077,4,hard-rock,TRTMFMN128F92F4085
5344,5344,47155,5IX4TbIR5mMHGE4wiWwKW0,Metallica,...And Justice For All,One,73,447440,False,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,3,hard-rock,TRMLBEG128F42BA124
5348,5348,47167,7ACxUo21jtTHzy7ZEV56vU,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),Crazy Train,78,293183,False,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,4,hard-rock,TRKGUGW128F4279A5A
5352,5352,47174,1q9uTG5Iefik70vEI3NuVF,Styx,On air 70's Hits,Babe,0,265760,False,0.291,0.286,2,-9.854,1,0.0276,0.581,0.0,0.0876,0.081,83.094,4,hard-rock,TRZPIVH128F4291723
5353,5353,47208,6KTv0Z8BmVqM7DPxbGzpVC,KISS,Dressed To Kill,Rock And Roll All Nite,77,168840,False,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,4,hard-rock,TRZPVLJ128F148D2F7
5354,5354,47214,74irxdVWstNlEQjsvArITq,Aerosmith,Get A Grip,Crazy,75,316693,False,0.37,0.866,6,-3.879,0,0.0384,0.0868,0.0,0.137,0.427,162.086,3,hard-rock,TRAZDPO128E078ECE6
5357,5357,47222,5WwqdeavrQrbeAMDxGawse,REO Speedwagon,Wheels Are Turnin',Can't Fight This Feeling,73,294773,False,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,4,hard-rock,TRRLVXW128F42721B6
5358,5358,47253,6nswV1Lz3OZkaiCJfmVUOa,Metallica,Reload,The Unforgiven II,66,396440,False,0.497,0.89,8,-4.559,0,0.0445,0.00055,0.00129,0.255,0.249,133.047,4,hard-rock,TRRNZBN128F147CC7A
5362,5362,47254,78PKCefXwDLbl4FVO1Pjzh,Ozzy Osbourne,Down To Earth,Dreamer,63,284906,False,0.493,0.636,1,-7.408,1,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419,4,hard-rock,TRIIUGA128F42AD432
5366,5366,47256,29wJiSQcze8HEmxkUQykyp,Europe,The Final Countdown (Expanded Edition),Carrie,70,272133,False,0.455,0.487,7,-7.112,1,0.0264,0.114,2.43e-06,0.358,0.139,136.482,4,hard-rock,TRAVGAF128F4271A55
5375,5375,47302,4ECNtOnqzxutZkXP4TE3n3,Journey,Frontiers,Separate Ways (Worlds Apart),74,323706,False,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,4,hard-rock,TRMOCLS128F4282B86
5376,5376,47318,0NJC0FDCODpPUntRTTQq97,Aerosmith,Get A Grip,Cryin',72,308333,False,0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,3,hard-rock,TREWLKP128E078ED1F
5379,5379,47326,6beFuzSjwhOKFZp2aqYDdY,Aerosmith,Get A Grip,Amazing,69,356160,False,0.308,0.747,0,-5.434,1,0.037,0.0645,8.27e-05,0.431,0.278,139.454,4,hard-rock,TRFXUCW128E078EDA0
5381,5381,47346,4BG5z09kr5M1CVla6MQmcO,Asia,Fiesta temática 80s,Only Time Will Tell,0,284000,False,0.29,0.884,9,-5.71,0,0.0673,0.0435,0.0,0.225,0.294,125.314,4,hard-rock,TRLBTEV128F933EC60
5382,5382,47358,7txxAtOMwLLnQTpKeBL6bp,Danzig,Danzig,Mother,76,204866,True,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,4,hard-rock,TRQVNXG128F92E8AB6
5386,5386,47369,5XcZRgJv3zMhTqCyESjQrF,Alice Cooper,Trash,Poison,74,270080,False,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,4,hard-rock,TREEECE128F426A826
5394,5394,47372,3QZ7uX97s82HFYSmQUAN1D,Rush,Moving Pictures (2011 Remaster),Tom Sawyer,73,276880,False,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4,hard-rock,TRFXGYO128F1481F5E
5402,5402,47378,2w4EpqGasrz9qdTwocx54t,Journey,Escape (Bonus Track Version),Open Arms,70,202173,False,0.405,0.21,2,-13.214,1,0.0279,0.584,0.0,0.139,0.174,100.577,3,hard-rock,TRHNVYP128F4262C22
5404,5404,47401,4TIJ7zSBNejpoIPaWpWRKc,Billy Idol,Rebel Yell,Rebel Yell,74,288533,False,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,4,hard-rock,TRIDUYB12903CC15D5
5405,5405,47402,4KfSdst7rW39C0sfhArdrz,Heart,Little Queen,Barracuda,74,261933,False,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,4,hard-rock,TRLKOGJ128F932D230
5406,5406,47403,3kfXUGIdBNpyr2gBvU3Guj,Aerosmith,Permanent Vacation,Angel,63,308906,False,0.239,0.819,3,-3.583,1,0.0393,0.304,0.0,0.0855,0.439,171.449,4,hard-rock,TRAEMNZ128F9334662
5408,5408,47406,4gpext9x0CbdD9NWaa4nDj,Boston,Third Stage,Amanda,65,256200,False,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,4,hard-rock,TRQWKDK128F426A901
5410,5410,47409,5x9RZg7HfXGY3JayXL3seF,Ugly Kid Joe,America's Least Wanted,Cats In The Cradle,69,241893,False,0.511,0.517,8,-9.653,1,0.0328,0.13,0.0,0.074,0.433,75.67,4,hard-rock,TRESNUQ128F42ACF91
5422,5422,47454,1kvq7ksGQWSyRysYYNd6lu,Mötley Crüe,Theatre Of Pain,Home Sweet Home,28,239666,False,0.397,0.776,5,-6.339,1,0.0381,0.0983,4.09e-06,0.189,0.127,76.301,4,hard-rock,TRVAFNU128F1460D83
5430,5430,47472,6gQUbFwwdYXlKdmqRoWKJe,Aerosmith,Permanent Vacation,Dude (Looks Like A Lady),71,265773,False,0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,4,hard-rock,TRANIRV128E078EDE8
5432,5432,47473,2ov8L95QD25TLpZAZPYWXL,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),Mr. Crowley,66,302647,False,0.307,0.748,2,-6.514,0,0.0568,0.212,0.000153,0.368,0.347,108.227,4,hard-rock,TRQIAHV128F92F53B8
5436,5436,47524,1brpdmqkx3kSxyqzqXfW7J,KISS,Animalize,Heaven's On Fire,68,201400,False,0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324,4,hard-rock,TRGROQK128EF3518BC
5438,5438,47527,71SvEDmsOwIWw1IozsZoMA,Journey,Departure,Any Way You Want It,73,201693,False,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,4,hard-rock,TRFCKLE128F426EA72
5440,5440,47551,57ebBLITHpRgRKGrlbxMZS,Journey,Frontiers,Faithfully,68,267080,False,0.202,0.644,11,-5.212,1,0.0324,0.0979,0.0,0.109,0.252,85.04,5,hard-rock,TREFYUX128F42B08FE
5442,5442,47556,1pTw2cNrp9L3esxLAvWnN2,Journey,Frontiers,Separate Ways (Worlds Apart),62,323666,False,0.467,0.943,0,-5.626,1,0.0576,0.0189,4.51e-06,0.216,0.453,131.536,4,hard-rock,TRMOCLS128F4282B86
5443,5443,47566,6kooDsorCpWVMGc994XjWN,Ram Jam,Ram Jam,Black Betty,72,238973,False,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,4,hard-rock,TROITTE128F92ED2CA
5447,5447,47603,0l5TpsCL1ObiTEsHeWA0by,Journey,Frontiers,Faithfully,57,266973,False,0.417,0.573,11,-7.33,1,0.0279,0.0801,0.0,0.0845,0.29,129.559,4,hard-rock,TREFYUX128F42B08FE
5449,5449,47616,5Z8EDau8uNcP1E8JvmfkZe,Alice Cooper,School's Out,School's Out,69,210106,False,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,4,hard-rock,TRTMFMN128F92F4085
5450,5450,47661,5W7YROOF6bFfBexY81LFjt,Styx,Cornerstone,Babe,67,265973,False,0.267,0.204,2,-13.714,1,0.0317,0.527,0.0,0.0924,0.0903,169.486,4,hard-rock,TRZPIVH128F4291723
5451,5451,47669,0K6yUnIKNsFtfIpTgGtcHm,Rush,Moving Pictures (2011 Remaster),Limelight,67,259839,False,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,4,hard-rock,TREDTYR128F14917E9
5454,5454,47706,3dWNUqrgkQakv9fj5epwPK,Metallica,Load,Mama Said,60,319693,False,0.448,0.504,8,-7.749,0,0.0317,0.0171,0.000849,0.38,0.391,135.254,4,hard-rock,TREAUJQ128F147CC73
5455,5455,47753,2ccUQnjjNWT0rsNnsBpsCA,Cheap Trick,Heaven Tonight,Surrender,69,253733,False,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,4,hard-rock,TRRUKPM128F42663B3
5459,5459,47759,4alHo6RGd0D3OUbTPExTHN,The Cars,The Cars,Just What I Needed,71,225626,False,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,4,hard-rock,TRDIGDB12903CB1023
5463,5463,47767,4avSaixVwu8uqfSs7zgoj3,Aerosmith,Get A Grip,Livin' On The Edge,62,380893,False,0.399,0.881,2,-4.341,1,0.0347,0.0019,0.00429,0.39,0.272,84.58,4,hard-rock,TRAQPKV128E078EE32
5466,5466,47800,3wfujdbamR3Z46F4xav7LM,The Cars,Heartbeat City,Drive,67,234493,False,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,5,hard-rock,TRAJNYD128F9340A32
5474,5474,47810,5zH710lFSLtkHbMkslLDjR,Heart,Dreamboat Annie,Crazy On You,68,293440,False,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,4,hard-rock,TRTVDWN128F42678A4
5475,5475,47888,4e9hUiLsN4mx61ARosFi7p,Rush,Permanent Waves,The Spirit Of Radio,66,296466,False,0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,4,hard-rock,TRDMWHC128F148D320
5476,5476,47902,4Y3WqmBWmG23thvU9xEhMv,Faith No More,Angel Dust (Deluxe Edition),Easy,67,186960,False,0.506,0.554,10,-6.743,0,0.0339,0.339,0.000355,0.112,0.375,124.724,4,hard-rock,TRCWWSE12903D080AD
5478,5478,47905,7kPuCwBWgXy5TGfgwNUKwV,Aerosmith,Nine Lives,Hole In My Soul,65,370093,False,0.465,0.701,0,-4.809,1,0.0268,0.00506,0.0,0.207,0.216,75.427,4,hard-rock,TRXUKOO128E078EE30
5480,5480,47941,0IXpUl1fn2QZcBavfuq0H4,Judas Priest,British Steel,Living After Midnight,64,210133,False,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,4,hard-rock,TRSBCFI128F931A4A2
5481,5481,47950,4QB2cdh2v5zeRD1khGF9A5,Aerosmith,Just Push Play,Fly Away From Here,63,301760,False,0.387,0.686,4,-5.368,1,0.0363,0.142,0.0,0.122,0.171,142.091,4,hard-rock,TRESBJX128F4262534
5482,5482,48052,3TjliM0xQ3fkza0RpINRrq,Crystal Castles,Crystal Castles,Crimewave,69,258453,False,0.746,0.691,4,-7.533,0,0.0403,0.184,0.0259,0.205,0.888,119.982,4,hardcore,TRIJEUQ128F92CA92C
5486,5486,48122,7gKgd0P3dAAePiSQQBqrlf,Busta Rhymes,Genesis,Break Ya Neck,69,231240,True,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,4,hardcore,TRVEOLM128F42A3A31
5487,5487,48125,0LWkaEyQRkF0XAms8Bg1fC,DMX,...And Then There Was X,Party Up,72,268866,True,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,4,hardcore,TRMLNZN128F93167DC
5488,5488,48403,4sGylyGhQaOzhi77fLrMmP,The Notorious B.I.G.,Slow Flow: Hip Hop & R&B,Big Poppa,49,249866,True,0.765,0.671,9,-5.249,0,0.278,0.344,0.0,0.0506,0.798,84.5,4,hardcore,TRTMWPQ128F4278E76
5489,5489,50870,72mwpXU1pVrA1oRdi29jU3,Lordi,Get Heavy,Hellbender Turbulence,20,166000,False,0.455,0.894,9,-3.223,0,0.0517,6.33e-05,0.0,0.2,0.663,135.031,4,heavy-metal,TRIITGG128F42941E8
5490,5490,51159,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,The Eminem Show,Without Me,88,290320,True,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4,hip-hop,TRXZAKV128F1454824
5491,5491,51216,3yfqSUWxFvZELEM4PmlwIR,Eminem,The Marshall Mathers LP,The Real Slim Shady,87,284200,True,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4,hip-hop,TRKLEJT128E078EC6C
5492,5492,51652,7iL6o9tox1zgHpKUfh9vuC,50 Cent,Get Rich Or Die Tryin',In Da Club,83,193466,True,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,4,hip-hop,TRIFCJJ128F930994B
5493,5493,51960,3sr7kWetNpobjNZeSUGvWH,Don Omar,FELIZ CUMPLEAÑOS,Dile,1,206986,False,0.822,0.744,9,-6.096,1,0.094,0.173,7.03e-05,0.0692,0.747,94.04,4,hip-hop,TRJNGVN128F4292BD6
5511,5511,51975,13ARK2D0TBE26wVOqh3pJQ,Don Omar,Última Misión Reggaeton,Dile,0,206986,False,0.822,0.744,9,-6.096,1,0.094,0.173,7.03e-05,0.0692,0.747,94.04,4,hip-hop,TRJNGVN128F4292BD6
5543,5543,52004,5O3EyD5kv3n3lGFIWNBSWO,George Jones,Walk Through This World With Me,Walk Through This World With Me,46,137960,False,0.435,0.295,7,-9.043,1,0.0276,0.449,0.000279,0.11,0.49,94.292,4,honky-tonk,TRXUOZV128F9311C50
5545,5545,52030,4dim8F8t01qimHOmr6S3Gd,Faron Young,The Complete Capitol Hits Of Faron Young,Hello Walls,55,146840,False,0.62,0.406,0,-10.421,1,0.0281,0.722,6.73e-06,0.114,0.695,101.489,4,honky-tonk,TRPKRSE128F9338CD0
5546,5546,52062,4Ka61PPLBXcPrUFbEVrFPM,Floyd Cramer,Class of '68,Honey,21,152266,False,0.456,0.132,0,-19.904,1,0.0307,0.719,0.907,0.146,0.494,101.003,4,honky-tonk,TRZKUTC128F4292F76
5547,5547,52087,42mWEvGlwKGhVQs8XkvQKP,George Jones,The New Favorites Of George Jones,She Thinks I Still Care,49,154800,False,0.591,0.424,11,-8.512,1,0.0301,0.283,0.0,0.134,0.613,115.01,4,honky-tonk,TRMZYTK128F9308CCE
5548,5548,52099,7kVJV8rH5PtYHlqMsR4ZQB,George Jones;Tammy Wynette,George Jones and Tammy Wynette - 16 Biggest Hits,(We're Not) The Jet Set,20,145373,False,0.355,0.272,9,-14.011,1,0.0358,0.587,2.5e-06,0.258,0.447,181.275,3,honky-tonk,TRGQUCQ128F4271A1A
5549,5549,52151,361wxJRa6M2sH1Epy2MAC1,Ray Price,Super Hits,Heartaches By The Number,44,176626,False,0.515,0.603,10,-6.246,1,0.0318,0.639,0.0,0.121,0.892,127.151,4,honky-tonk,TRPKZJG128EF3501E0
5550,5550,52273,1Oe7t3gFbWsN7hngBjd4cY,George Jones,10 Great Songs,She Thinks I Still Care,15,154480,False,0.547,0.362,11,-9.767,1,0.0291,0.706,0.0,0.101,0.609,115.034,4,honky-tonk,TRMZYTK128F9308CCE
5551,5551,52296,3EikJrAwjdVTTreMfVpH3G,George Jones,Best Of,She Thinks I Still Care,15,153333,False,0.556,0.357,11,-9.803,1,0.029,0.644,0.0,0.119,0.63,115.015,4,honky-tonk,TRMZYTK128F9308CCE
5552,5552,52326,7MJ9am3C54ZfKqsFa07TtK,George Jones,More Starday & Musicor Originals,She Thinks I Still Care,15,167453,False,0.422,0.223,10,-15.136,1,0.0312,0.865,2.48e-06,0.109,0.493,112.957,4,honky-tonk,TRMZYTK128F9308CCE
5553,5553,52329,69N3FOvnYWRZ7CZxQRJGnY,Faron Young,Hello Walls,Hello Walls,15,143400,False,0.599,0.357,0,-9.363,1,0.0324,0.752,0.0,0.106,0.687,101.606,4,honky-tonk,TRPKRSE128F9338CD0
5554,5554,52346,4WAuEhMDugLPE235mgy3Jx,George Jones,Country Music - A Film by Ken Burns (The Soundtrack) [Deluxe],She Thinks I Still Care,15,153973,False,0.596,0.413,11,-8.45,1,0.029,0.266,0.0,0.146,0.622,115.019,4,honky-tonk,TRMZYTK128F9308CCE
5555,5555,52395,6Sssf4T3TovIqZd0Ik71ix,George Jones,Mr. Country and Western,Walk Through This World With Me,14,136354,False,0.392,0.313,7,-12.51,1,0.0263,0.596,0.000194,0.134,0.527,94.656,4,honky-tonk,TRXUOZV128F9311C50
5557,5557,52399,1LZQ6dOJVz5aK6oTlzCGcN,George Jones,George Jones and Tammy Wynette - 16 Biggest Hits,The Ceremony,14,185133,False,0.359,0.159,6,-17.393,1,0.047,0.843,0.00169,0.148,0.27,81.278,3,honky-tonk,TRFWWWT128F930815B
5558,5558,52401,21yNMTdzVAKCl6gdCw1OtE,Faron Young,Alone with You,Hello Walls,39,120302,False,0.683,0.38,0,-13.874,1,0.0393,0.702,0.0148,0.112,0.891,119.386,4,honky-tonk,TRPKRSE128F9338CD0
5559,5559,52415,0WzbqGdkyj7VGfQ8Nwl0ka,Floyd Cramer,The Essential Floyd Cramer,Java,14,121826,False,0.519,0.644,2,-11.735,1,0.0344,0.625,0.523,0.0962,0.967,88.814,4,honky-tonk,TREVYJI128F4291DA0
5561,5561,52438,1LdttgZlLIgiKXqGciYjQt,Ray Price,Golden Hits,Make The World Go Away,14,151253,False,0.516,0.327,0,-9.382,1,0.0292,0.604,8.75e-05,0.183,0.546,69.482,4,honky-tonk,TRATESL128F92F12DF
5562,5562,52442,6b42V0AvjyRhGXsCod2nQe,Ray Price,Ray Price - 16 Biggest Hits,For The Good Times,14,228533,False,0.323,0.339,3,-11.011,1,0.0304,0.84,0.000123,0.326,0.469,82.635,4,honky-tonk,TRNWWEL12903CA68E0
5564,5564,52446,5PNpWZAuYZ3q8rvfEMOOMU,Faron Young,Country Music - A Film by Ken Burns (The Soundtrack) [Deluxe],Hello Walls,14,143760,False,0.657,0.314,0,-11.094,1,0.0304,0.716,0.0,0.161,0.761,102.96,4,honky-tonk,TRPKRSE128F9338CD0
5565,5565,52477,0ECpD3MWMdQceEaHacgmr6,Floyd Cramer,Super Hits,San Antonio Rose,13,139480,False,0.564,0.538,2,-10.984,1,0.0257,0.105,0.544,0.37,0.964,173.998,4,honky-tonk,TRGLAZG128F428A20F
5568,5568,52555,72ImaMPl5PWYPj7fwEgghc,Floyd Cramer,Originals,Last Date,13,142160,False,0.742,0.311,0,-14.76,1,0.0362,0.731,0.265,0.158,0.608,109.679,3,honky-tonk,TRQJTFQ128F428E7A8
5574,5574,52562,7HoT71NtZURgZ4ci3NpC8c,Ray Price,The Essential Ray Price,Burning Memories,13,149573,False,0.386,0.399,10,-12.42,1,0.031,0.75,6.82e-05,0.378,0.548,102.175,4,honky-tonk,TRMGZXC128EF3501E3
5575,5575,52569,4mos9mL081crow85rBCvtE,Ray Price,For The Good Times,For The Good Times,13,243240,False,0.476,0.235,3,-10.875,1,0.0282,0.479,0.000287,0.206,0.36,79.05,4,honky-tonk,TRNWWEL12903CA68E0
5577,5577,52720,0GYhatgS7Rk64IC4C1eyIV,George Jones;Tammy Wynette,We're Gonna Hold On,(We're Not) The Jet Set,12,145040,False,0.356,0.315,9,-11.919,1,0.0394,0.548,3.18e-06,0.451,0.466,181.595,3,honky-tonk,TRGQUCQ128F4271A1A
5578,5578,52763,6Vf3F1AnPANnD3U18aVMMA,Floyd Cramer,The Essential Floyd Cramer,San Antonio Rose,12,140000,False,0.634,0.48,2,-13.191,1,0.0264,0.483,0.569,0.14,0.969,87.077,4,honky-tonk,TRGLAZG128F428A20F
5581,5581,52788,50LnjReEjYeVSZY2NGoK6e,Ray Price,Ray Price - 16 Biggest Hits,Heartaches By The Number,12,177293,False,0.543,0.541,10,-7.822,1,0.0329,0.826,2.57e-06,0.264,0.803,127.48,4,honky-tonk,TRPKZJG128EF3501E0
5582,5582,52850,56T6SLV4u9kn88LqXhNTVD,Stonewall Jackson,American Originals,Don't Be Angry,32,178266,False,0.651,0.246,4,-12.439,1,0.0286,0.885,0.0,0.301,0.502,105.101,4,honky-tonk,TRROYWJ128F93387F9
5583,5583,52951,50YfgmB7KzEu0yXMTxjJrI,Floyd Cramer,Collector's Series,Blue Eyes Crying In The Rain,31,138600,False,0.66,0.167,7,-17.683,1,0.0292,0.172,0.78,0.131,0.427,100.772,4,honky-tonk,TRZHQZK128F428EA93
5584,5584,52968,7yUU5RdFpJGtqA2eitU9y2,George Jones,All-Time Greatest Hits Vol. 1,Walk Through This World With Me,10,144466,False,0.39,0.212,7,-16.871,1,0.0284,0.846,0.000104,0.127,0.471,88.525,4,honky-tonk,TRXUOZV128F9311C50
5586,5586,52977,6sGjXZ9orGk3QCnzIYh220,George Jones;Tammy Wynette,Super Hits,(We're Not) The Jet Set,10,144666,False,0.377,0.28,9,-13.222,1,0.0352,0.583,3.56e-06,0.399,0.507,181.01,3,honky-tonk,TRGQUCQ128F4271A1A
5587,5587,53868,4TOGkYS141L15SkVosAp7Z,Dr. Alban,One Love,It's My Life,41,239933,False,0.655,0.933,7,-7.703,1,0.0536,0.00328,0.0358,0.0983,0.472,128.699,4,house,TRNOMFL12903CA7B74
5589,5589,54217,4miEA9U9PZKBYryATLzCKC,µ-Ziq,Lunatic Harness,Hasty Boom Alert,39,315133,False,0.52,0.858,9,-8.718,1,0.0729,0.108,0.834,0.117,0.215,93.834,4,idm,TROCVHU128E0781F0D
5590,5590,54866,5AlcjdX9IvTjziXyl26evC,Kelpe,Ex-Aquarium,Skylla,10,345760,False,0.606,0.624,7,-8.161,1,0.0463,0.109,0.852,0.375,0.437,86.024,4,idm,TRKGBTU128F42684AE
5591,5591,56113,3DamFFqW32WihKkTVlwTYQ,Owl City,Ocean Eyes,Fireflies,79,228346,False,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4,indie-pop,TRCSKUD12903CFAD9D
5618,5618,56295,1spwauDAwyEaot3ZxKdRYa,Owl City,OO's Music Grandi Successi,Fireflies,0,228346,False,0.513,0.663,3,-6.799,1,0.048,0.027,0.0,0.118,0.476,180.185,4,indie-pop,TRCSKUD12903CFAD9D
5645,5645,56296,6oioIUu0nD9NVElgV8z1l2,Owl City,Обратно в клас - pop,Fireflies,0,228346,False,0.513,0.663,3,-6.799,1,0.048,0.027,0.0,0.118,0.476,180.185,4,indie-pop,TRCSKUD12903CFAD9D
5672,5672,56574,0vCTQcxSGAgjHaiAsIANKn,Owl City,Ocean Eyes (Deluxe Version),Vanilla Twilight,62,231706,False,0.582,0.529,11,-7.637,1,0.0248,0.00961,0.000554,0.113,0.567,166.134,4,indie-pop,TRLVQME128F931BAF3
5673,5673,58068,27tX58NOpv1YKQ0abW7EPy,Nine Inch Nails,The Downward Spiral,Hurt,56,374440,False,0.566,0.124,11,-18.166,0,0.0431,0.709,0.0104,0.132,0.11,79.924,4,industrial,TRQWGHU128E07912FF
5674,5674,58072,0xrkyEMkG4dVa5OMLQZOX8,Rammstein,Sehnsucht,Engel,70,264266,False,0.637,0.658,2,-5.775,1,0.0291,0.00918,0.00229,0.295,0.328,96.072,4,industrial,TRAZVSM128F92D541F
5678,5678,58114,7jfZybgHr6yzp4iuMS2K8u,Rammstein,Mutter,Mutter,63,268600,False,0.491,0.616,4,-6.53,1,0.0349,0.0152,0.00045,0.125,0.0824,116.145,4,industrial,TRSQXDP12903CFB2D5
5679,5679,58151,1x8sna2LV8WQ38NEtN5X46,Marilyn Manson,Holy Wood,The Nobodies,59,215426,False,0.431,0.823,4,-5.219,1,0.0638,4.6e-05,3.45e-05,0.0447,0.271,150.072,4,industrial,TRFIHTV128E079257C
5680,5680,58160,4h7KTxO9eS389M2qG3jm6O,Marilyn Manson,Mechanical Animals,Coma White,56,338200,True,0.347,0.741,9,-7.937,0,0.0324,6.73e-06,0.115,0.267,0.0994,159.918,4,industrial,TRYADUY128F93176B8
5681,5681,58172,4ukiv6Rp5N4tQZSBT9JRLo,Marilyn Manson,Mechanical Animals,Rock Is Dead,60,189760,True,0.509,0.91,11,-6.531,0,0.038,8.78e-06,0.102,0.404,0.358,101.174,3,industrial,TRYQZPC128F93176AD
5682,5682,58173,1KQxH1Z1BiSo3MMukVpRfl,Marilyn Manson,Mechanical Animals,The Dope Show,61,226733,True,0.562,0.671,4,-7.801,0,0.0379,8.73e-06,0.000491,0.792,0.376,134.962,4,industrial,TRHTLCM128E0783A19
5683,5683,58181,1GdSeZej0EL6gMqrLIUjo7,Nine Inch Nails,Live: And All That Could Have Been,Piggy,28,291426,False,0.643,0.87,2,-4.008,1,0.033,0.144,0.0304,0.748,0.344,131.941,4,industrial,TRNVGHA128E07912F3
5685,5685,58216,0Zfh4uDmJz3D44Qy9nYMqu,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Rammstein,64,267743,False,0.657,0.708,11,-7.69,1,0.0564,0.00155,0.763,0.215,0.201,113.939,4,industrial,TRDGUAJ128F92D541D
5686,5686,58276,7CM5a0XznEAMCn5x88hMOV,Nine Inch Nails,Live: And All That Could Have Been,The Frail,26,101706,False,0.294,0.0513,7,-16.196,0,0.0363,0.871,0.942,0.32,0.0989,75.002,4,industrial,TRAANTZ128E0792529
5687,5687,58404,5267gVdYWrLoz6ClOhlqmE,Orgy,Candyass,Blue Monday,62,267000,False,0.589,0.696,8,-8.109,1,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833,4,industrial,TRRSZCO128F4270273
5688,5688,58627,56NATwQKP7m64hFLFlKzXe,Nine Inch Nails,The Downward Spiral,March Of The Pigs,49,178493,True,0.503,0.903,2,-7.427,1,0.0527,0.0218,0.197,0.0861,0.0586,134.462,1,industrial,TROLTZX128E0791C1A
5689,5689,58658,2YGwSRjcY4Hjz6fktW9619,Marilyn Manson,Antichrist Superstar,Tourniquet,55,269000,False,0.541,0.854,5,-7.066,0,0.0426,0.00109,0.000199,0.781,0.381,90.066,4,industrial,TRKVVKJ128E0791295
5691,5691,58812,2Mv8In1IykWH5oLDc66PRC,Nine Inch Nails,The Downward Spiral,Closer,46,373200,True,0.554,0.713,10,-8.606,0,0.0445,0.000292,0.602,0.118,0.532,89.995,4,industrial,TRENUOV128E0791C1D
5693,5693,58924,3KmNFfvM2EyGdNPwDDJCp7,Marilyn Manson,Mechanical Animals,Great Big White World,49,301360,True,0.38,0.727,8,-7.397,1,0.0376,4.1e-05,0.186,0.0949,0.115,165.85,4,industrial,TRWPGDX128E079236E
